County-State,Graduation-Rate
WALWORTH-WI,0.0004083577
WASHBURN-WI,0.0003159358
WASHINGTON-WI,0.0004899707
WAUKESHA-WI,0.0008361119
WAUPACA-WI,0.0003644664
WAUSHARA-WI,0.0005314582
WINNEBAGO-WI,0.0005628162
WOOD-WI,0.000792755
ALBANY-WY,0.0004292306
BIG HORN-WY,0.0003391555
CAMPBELL-WY,0.0003550988
CARBON-WY,0.0003191625
CONVERSE-WY,0.0004283267
CROOK-WY,0.0001397624
FREMONT-WY,0.0006324495
GOSHEN-WY,0.0002933412
HOT SPRINGS-WY,0.0004147657
JOHNSON-WY,0.0006964597
LARAMIE-WY,0.0007091223
LINCOLN-WY,0.0005567619
NATRONA-WY,0.0006868394
NIOBRARA-WY,0
PARK-WY,0.0005922932
PLATTE-WY,0.0002284148
SHERIDAN-WY,0.0008784971
SUBLETTE-WY,0.0003858025
SWEETWATER-WY,0.0003976407
TETON-WY,0.0008304498
UINTA-WY,0.000665874
WASHAKIE-WY,0.0007088847
WESTON-WY,0.0002824061
AUTAUGA-AL,47200
BALDWIN-AL,162707
BARBOUR-AL,18647
BIBB-AL,17097
BLOUNT-AL,47330
BULLOCK-AL,7446
BUTLER-AL,16320
CALHOUN-AL,94447
CHAMBERS-AL,27504
CHEROKEE-AL,20159
CHILTON-AL,36782
CHOCTAW-AL,10315
CLARKE-AL,19950
CLAY-AL,10731
CLEBURNE-AL,12087
COFFEE-AL,42545
COLBERT-AL,43866
CONECUH-AL,9940
COOSA-AL,8441
COVINGTON-AL,30017
CRENSHAW-AL,11383
CULLMAN-AL,66629
DALE-AL,40993
DALLAS-AL,33958
DEKALB-AL,59312
ELMORE-AL,64748
ESCAMBIA-AL,28226
ETOWAH-AL,83277
FAYETTE-AL,13261
FRANKLIN-AL,26365
GENEVA-AL,21394
GREENE-AL,6845
HALE-AL,12273
HENRY-AL,13460
HOUSTON-AL,86049
JACKSON-AL,42137
JEFFERSON-AL,551227
LAMAR-AL,10873
LAUDERDALE-AL,73771
LAWRENCE-AL,27219
LEE-AL,135856
LIMESTONE-AL,75992
LOWNDES-AL,8515
MACON-AL,14086
MADISON-AL,296117
MARENGO-AL,16070
MARION-AL,23459
MARSHALL-AL,78141
MOBILE-AL,347295
MONROE-AL,17600
MONTGOMERY-AL,186309
MORGAN-AL,98438
PERRY-AL,7156
PICKENS-AL,15123
PIKE-AL,26545
RANDOLPH-AL,17911
RUSSELL-AL,51579
ST. CLAIR-AL,71542
SHELBY-AL,178193
SUMTER-AL,10211
TALLADEGA-AL,64888
TALLAPOOSA-AL,32330
TUSCALOOSA-AL,169675
WALKER-AL,52663
WASHINGTON-AL,13787
WILCOX-AL,8916
WINSTON-AL,18853
ALEUTIANS EAST BOROU-AK,3076
ALEUTIANS WEST CENSU-AK,5177
ANCHORAGE BOROUGH-AK,264958
BETHEL CENSUS AREA-AK,16393
BRISTOL BAY BOROUGH-AK,774
DENALI BOROUGH-AK,1708
DILLINGHAM CENSUS AR-AK,4568
FAIRBANKS NORTH STAR-AK,87088
HAINES BOROUGH-AK,2088
HOONAH-ANGOON CENSUS-AK,1766
JUNEAU BOROUGH-AK,28354
KENAI PENINSULA BORO-AK,48174
KETCHIKAN GATEWAY BO-AK,11717
KODIAK ISLAND BOROUG-AK,12381
KUSILVAK CENSUS AREA-AK,7668
LAKE AND PENINSULA B-AK,1412
MATANUSKA-SUSITNA BO-AK,88811
NOME CENSUS AREA-AK,8899
NORTH SLOPE BOROUGH-AK,9137
NORTHWEST ARCTIC BOR-AK,7089
PETERSBURG CENSUS AR-AK,2739
PRINCE OF WALES-HYDE-AK,5556
SITKA BOROUGH-AK,7536
SKAGWAY MUNICIPALITY-AK,946
SOUTHEAST FAIRBANKS-AK,5941
VALDEZ-CORDOVA CENSU-AK,8302
WRANGELL CITY-AK,1943
YAKUTAT BOROUGH-AK,519
YUKON-KOYUKUK CENSUS-AK,4693
APACHE-AZ,60406
COCHISE-AZ,95279
COCONINO-AZ,113013
GILA-AZ,37901
GRAHAM-AZ,29614
GREENLEE-AZ,8342
LA PAZ-AZ,12337
MARICOPA-AZ,3513851
MOHAVE-AZ,143353
NAVAJO-AZ,88062
PIMA-AZ,802279
PINAL-AZ,303483
SANTA CRUZ-AZ,38331
YAVAPAI-AZ,155359
YUMA-AZ,158167
ARKANSAS-AR,14966
ASHLEY-AR,16714
BAXTER-AR,28440
BENTON-AR,215968
BOONE-AR,29468
BRADLEY-AR,8894
CALHOUN-AR,4000
CARROLL-AR,21479
CHICOT-AR,8200
CLARK-AR,16364
CLAY-AR,11721
CLEBURNE-AR,18757
CLEVELAND-AR,6648
COLUMBIA-AR,18544
CONWAY-AR,16963
CRAIGHEAD-AR,87347
CRAWFORD-AR,51657
CRITTENDEN-AR,42093
CROSS-AR,14089
DALLAS-AR,5683
DESHA-AR,9719
DREW-AR,14848
FAULKNER-AR,103544
FRANKLIN-AR,14387
FULTON-AR,8986
GARLAND-AR,74595
GRANT-AR,15036
GREENE-AR,37198
HEMPSTEAD-AR,18144
HOT SPRING-AR,25409
HOWARD-AR,10876
INDEPENDENCE-AR,29946
IZARD-AR,9193
JACKSON-AR,12242
JEFFERSON-AR,55561
JOHNSON-AR,21364
LAFAYETTE-AR,5366
LAWRENCE-AR,12997
LEE-AR,6250
LINCOLN-AR,8199
LITTLE RIVER-AR,9908
LOGAN-AR,17191
LONOKE-AR,62230
MADISON-AR,12820
MARION-AR,11670
MILLER-AR,35901
MISSISSIPPI-AR,36936
MONROE-AR,5764
MONTGOMERY-AR,6599
NEVADA-AR,6736
NEWTON-AR,5906
OUACHITA-AR,19522
PERRY-AR,8298
PHILLIPS-AR,15900
PIKE-AR,8605
POINSETT-AR,19560
POLK-AR,15639
POPE-AR,50531
PRAIRIE-AR,6346
PULASKI-AR,330802
RANDOLPH-AR,13719
ST. FRANCIS-AR,18696
SALINE-AR,96445
SCOTT-AR,8420
SEARCY-AR,5901
SEBASTIAN-AR,107036
SEVIER-AR,14689
SHARP-AR,12446
STONE-AR,9093
UNION-AR,32928
VAN BUREN-AR,12466
WASHINGTON-AR,192967
WHITE-AR,63721
WOODRUFF-AR,5223
YELL-AR,17757
ALAMEDA-CA,1403423
ALPINE-CA,868
AMADOR-CA,24480
BUTTE-CA,182573
CALAVERAS-CA,32927
COLUSA-CA,18335
CONTRA COSTA-CA,954371
DEL NORTE-CA,19861
EL DORADO-CA,149212
FRESNO-CA,843843
GLENN-CA,23436
HUMBOLDT-CA,110967
IMPERIAL-CA,148343
INYO-CA,13993
KERN-CA,759191
KINGS-CA,120155
LAKE-CA,50131
LASSEN-CA,19224
LOS ANGELES-CA,8747217
MADERA-CA,126661
MARIN-CA,202611
MARIPOSA-CA,12964
MENDOCINO-CA,69356
MERCED-CA,233000
MODOC-CA,6647
MONO-CA,11881
MONTEREY-CA,363568
NAPA-CA,114490
NEVADA-CA,74249
ORANGE-CA,2705799
PLACER-CA,304444
PLUMAS-CA,13480
RIVERSIDE-CA,2009382
SACRAMENTO-CA,1285738
SAN BENITO-CA,51459
SAN BERNARDINO COUNT-CA,1860575
SAN DIEGO-CA,2776688
SAN FRANCISCO-CA,726158
SAN JOAQUIN-CA,626219
SAN LUIS OBISPO COUN-CA,216250
SAN MATEO-CA,646402
SANTA BARBARA-CA,364022
SANTA CLARA-CA,1655158
SANTA CRUZ-CA,224685
SHASTA-CA,142458
SIERRA-CA,2137
SISKIYOU-CA,32904
SOLANO-CA,364561
SONOMA-CA,407908
STANISLAUS-CA,466316
SUTTER-CA,81423
TEHAMA-CA,51236
TRINITY-CA,9706
TULARE-CA,403945
TUOLUMNE-CA,37763
VENTURA-CA,721605
YOLO-CA,180719
YUBA-CA,64502
ADAMS-CO,437809
ALAMOSA-CO,13035
ARAPAHOE-CO,550224
ARCHULETA-CO,9291
BACA-CO,2650
BENT-CO,3092
BOULDER-CO,270301
BROOMFIELD-CO,57072
CHAFFEE-CO,12918
CHEYENNE-CO,1460
CLEAR CREEK-CO,7486
CONEJOS-CO,6546
COSTILLA-CO,2568
CROWLEY-CO,2340
CUSTER-CO,2932
DELTA-CO,22104
DENVER-CO,593916
DOLORES-CO,1513
DOUGLAS-CO,290318
EAGLE-CO,48728
ELBERT-CO,21079
EL PASO-CO,577361
FREMONT-CO,29042
GARFIELD-CO,50808
GILPIN-CO,4957
GRAND-CO,12408
GUNNISON-CO,13388
HINSDALE-CO,569
HUERFANO-CO,4404
JACKSON-CO,1051
JEFFERSON-CO,475556
KIOWA-CO,1071
KIT CARSON-CO,5837
LAKE-CO,6469
LA PLATA-CO,44878
LARIMER-CO,279556
LAS ANIMAS-CO,10060
LINCOLN-CO,3607
LOGAN-CO,15236
MESA-CO,119356
MINERAL-CO,533
MOFFAT-CO,11107
MONTEZUMA-CO,20789
MONTROSE-CO,31603
MORGAN-CO,23338
OTERO-CO,14251
OURAY-CO,3496
PARK-CO,13562
PHILLIPS-CO,3365
PITKIN-CO,14892
PROWERS-CO,9605
PUEBLO-CO,130751
RIO BLANCO-CO,5374
RIO GRANDE-CO,9129
ROUTT-CO,20793
SAGUACHE-CO,4911
SAN JUAN-CO,550
SAN MIGUEL-CO,6928
SEDGWICK-CO,1788
SUMMIT-CO,26770
TELLER-CO,18822
WASHINGTON-CO,3647
WELD-CO,247627
YUMA-CO,8127
FAIRFIELD-CT,796989
HARTFORD-CT,735212
LITCHFIELD-CT,148209
MIDDLESEX-CT,130968
NEW HAVEN-CT,700416
NEW LONDON-CT,217050
TOLLAND-CT,115073
WINDHAM-CT,95289
KENT-DE,142029
NEW CASTLE-DE,461182
SUSSEX-DE,160489
DISTRICT OF COLUMBIA-DC,562957
DISTRICT OF COLUMBIA-DC,562957
ALACHUA-FL,215107
BAKER-FL,21546
BAY-FL,149061
BRADFORD-FL,18958
BREVARD-FL,433120
BROWARD-FL,1585007
CALHOUN-FL,10161
CHARLOTTE-FL,104629
CITRUS-FL,89631
CLAY-FL,173458
COLLIER-FL,246845
COLUMBIA-FL,51734
DESOTO-FL,25132
DIXIE-FL,10998
DUVAL-FL,775017
ESCAMBIA-FL,242940
FLAGLER-FL,74186
FRANKLIN-FL,7441
GADSDEN-FL,35800
GILCHRIST-FL,13006
GLADES-FL,8430
GULF-FL,9630
HAMILTON-FL,9343
HARDEE-FL,21451
HENDRY-FL,33415
HERNANDO-FL,127587
HIGHLANDS-FL,64604
HILLSBOROUGH-FL,1148447
HOLMES-FL,13893
INDIAN RIVER-FL,101181
JACKSON-FL,32043
JEFFERSON-FL,9945
LAFAYETTE-FL,5716
LAKE-FL,237845
LEE-FL,505413
LEON-FL,239260
LEVY-FL,30197
LIBERTY-FL,5291
MADISON-FL,13116
MANATEE-FL,266419
MARION-FL,237355
MARTIN-FL,107052
MIAMI-DADE-FL,2228937
MONROE-FL,60066
NASSAU-FL,61954
OKALOOSA-FL,164037
OKEECHOBEE-FL,29662
ORANGE-FL,1118280
OSCEOLA-FL,277891
PALM BEACH-FL,1079026
PASCO-FL,381017
PINELLAS-FL,718888
POLK-FL,509682
PUTNAM-FL,55182
ST. JOHNS-FL,182814
ST. LUCIE-FL,227038
SANTA ROSA-FL,136148
SARASOTA-FL,262664
SEMINOLE-FL,381386
SUMTER-FL,45697
SUWANNEE-FL,31762
TAYLOR-FL,15124
UNION-FL,8754
VOLUSIA-FL,384889
WAKULLA-FL,23827
WALTON-FL,49530
WASHINGTON-FL,17661
APPLING-GA,15095
ATKINSON-GA,7259
BACON-GA,9364
BAKER-GA,2587
BALDWIN-GA,33827
BANKS-GA,15470
BARROW-GA,66648
BARTOW-GA,88594
BEN HILL-GA,14390
BERRIEN-GA,15666
BIBB-GA,125763
BLECKLEY-GA,9563
BRANTLEY-GA,15644
BROOKS-GA,12488
BRYAN-GA,31496
BULLOCH-GA,59634
BURKE-GA,19191
BUTTS-GA,17621
CALHOUN-GA,3978
CAMDEN-GA,44190
CANDLER-GA,8819
CARROLL-GA,96200
CATOOSA-GA,55087
CHARLTON-GA,8365
CHATHAM-GA,234399
CHATTAHOOCHEE-GA,7594
CHATTOOGA-GA,19575
CHEROKEE-GA,205661
CLARKE-GA,99919
CLAY-GA,2293
CLAYTON-GA,244471
CLINCH-GA,5763
COBB-GA,652075
COFFEE-GA,34491
COLQUITT-GA,38420
COLUMBIA-GA,126619
COOK-GA,14430
COWETA-GA,120352
CRAWFORD-GA,10151
CRISP-GA,18628
DADE-GA,12526
DAWSON-GA,18821
DECATUR-GA,21798
DEKALB-GA,642868
DODGE-GA,16020
DOOLY-GA,9879
DOUGHERTY-GA,74982
DOUGLAS-GA,124643
EARLY-GA,8419
ECHOLS-GA,3525
EFFINGHAM-GA,50493
ELBERT-GA,15380
EMANUEL-GA,18229
EVANS-GA,8635
FANNIN-GA,17785
FAYETTE-GA,91606
FLOYD-GA,77597
FORSYTH-GA,188375
FRANKLIN-GA,17442
FULTON-GA,871364
GILMER-GA,22609
GLASCOCK-GA,2533
GLYNN-GA,67597
GORDON-GA,48058
GRADY-GA,20663
GREENE-GA,11936
GWINNETT-GA,808518
HABERSHAM-GA,33764
HALL-GA,163350
HANCOCK-GA,5612
HARALSON-GA,24063
HARRIS-GA,27196
HART-GA,19620
HEARD-GA,9618
HENRY-GA,193553
HOUSTON-GA,130622
IRWIN-GA,6910
JACKSON-GA,54264
JASPER-GA,11374
JEFF DAVIS-GA,12614
JEFFERSON-GA,12737
JENKINS-GA,6352
JOHNSON-GA,6480
JONES-GA,23794
LAMAR-GA,14115
LANIER-GA,8773
LAURENS-GA,39013
LEE-GA,25159
LIBERTY-GA,54751
LINCOLN-GA,5968
LONG-GA,16031
LOWNDES-GA,94588
LUMPKIN-GA,23861
MCDUFFIE-GA,17773
MCINTOSH-GA,10737
MACON-GA,9747
MADISON-GA,23768
MARION-GA,7106
MERIWETHER-GA,16977
MILLER-GA,4603
MITCHELL-GA,17005
MONROE-GA,21425
MONTGOMERY-GA,6787
MORGAN-GA,14605
MURRAY-GA,33842
MUSCOGEE-GA,168295
NEWTON-GA,91241
OCONEE-GA,30913
OGLETHORPE-GA,12102
PAULDING-GA,137329
PEACH-GA,22163
PICKENS-GA,23846
PIERCE-GA,15903
PIKE-GA,15087
POLK-GA,34863
PULASKI-GA,8041
PUTNAM-GA,16470
QUITMAN-GA,1632
RABUN-GA,11851
RANDOLPH-GA,5318
RICHMOND-GA,165570
ROCKDALE-GA,76418
SCHLEY-GA,4388
SCREVEN-GA,11323
SEMINOLE-GA,6705
SPALDING-GA,52439
STEPHENS-GA,20254
STEWART-GA,3346
SUMTER-GA,24404
TALBOT-GA,5060
TALIAFERRO-GA,1247
TATTNALL-GA,17555
TAYLOR-GA,6650
TELFAIR-GA,10229
TERRELL-GA,7187
THOMAS-GA,36725
TIFT-GA,33453
TOOMBS-GA,22783
TOWNS-GA,6520
TREUTLEN-GA,5414
TROUP-GA,58050
TURNER-GA,6332
TWIGGS-GA,6575
UNION-GA,14896
UPSON-GA,21302
WALKER-GA,55554
WALTON-GA,75163
WARE-GA,27724
WARREN-GA,4269
WASHINGTON-GA,15692
WAYNE-GA,23641
WEBSTER-GA,2094
WHEELER-GA,4350
WHITE-GA,21823
WHITFIELD-GA,89439
WILCOX-GA,5550
WILKES-GA,7636
WILKINSON-GA,7411
WORTH-GA,16950
HAWAII-HI,159775
HONOLULU-HI,806608
KALAWAO-HI,""
KAUAI-HI,58426
MAUI-HI,137680
ADA-ID,370296
ADAMS-ID,2796
BANNOCK-ID,70797
BEAR LAKE-ID,4718
BENEWAH-ID,6996
BINGHAM-ID,38547
BLAINE-ID,17987
BOISE-ID,5407
BONNER-ID,32203
BONNEVILLE-ID,95546
BOUNDARY-ID,8851
BUTTE-ID,1976
CAMAS-ID,837
CANYON-ID,176160
CARIBOU-ID,5554
CASSIA-ID,19860
CLARK-ID,740
CLEARWATER-ID,5685
CUSTER-ID,3022
ELMORE-ID,21873
FRANKLIN-ID,11165
FREMONT-ID,10229
GEM-ID,12961
GOODING-ID,12525
IDAHO-ID,11745
JEFFERSON-ID,23860
JEROME-ID,19657
KOOTENAI-ID,122986
LATAH-ID,31061
LEMHI-ID,5480
LEWIS-ID,2785
LINCOLN-ID,4535
MADISON-ID,34998
MINIDOKA-ID,17004
NEZ PERCE-ID,31808
ONEIDA-ID,3413
OWYHEE-ID,9188
PAYETTE-ID,18688
POWER-ID,6469
SHOSHONE-ID,9520
TETON-ID,9594
TWIN FALLS-ID,68952
VALLEY-ID,7806
WASHINGTON-ID,7512
ADAMS-IL,53344
ALEXANDER-IL,5400
BOND-IL,12306
BOONE-IL,45696
BROWN-IL,3863
BUREAU-IL,26617
CALHOUN-IL,3760
CARROLL-IL,11020
CASS-IL,10637
CHAMPAIGN-IL,170256
CHRISTIAN-IL,25911
CLARK-IL,12894
CLAY-IL,10747
CLINTON-IL,29936
COLES-IL,41109
COOK-IL,4469500
CRAWFORD-IL,14513
CUMBERLAND-IL,8920
DEKALB-IL,86740
DE WITT-IL,13126
DOUGLAS-IL,16458
DUPAGE-IL,795637
EDGAR-IL,13978
EDWARDS-IL,5212
EFFINGHAM-IL,28355
FAYETTE-IL,16484
FORD-IL,10931
FRANKLIN-IL,31425
FULTON-IL,26408
GALLATIN-IL,4048
GREENE-IL,10626
GRUNDY-IL,43783
HAMILTON-IL,6508
HANCOCK-IL,14073
HARDIN-IL,3076
HENDERSON-IL,5339
HENRY-IL,39686
IROQUOIS-IL,22511
JACKSON-IL,48019
JASPER-IL,7825
JEFFERSON-IL,29430
JERSEY-IL,17841
JO DAVIESS-IL,16494
JOHNSON-IL,8554
KANE-IL,461671
KANKAKEE-IL,90251
KENDALL-IL,111755
KNOX-IL,37800
LAKE-IL,600490
LA SALLE-IL,89043
LAWRENCE-IL,11266
LEE-IL,25801
LIVINGSTON-IL,28059
LOGAN-IL,20484
MCDONOUGH-IL,22992
MCHENRY-IL,267654
MCLEAN-IL,143102
MACON-IL,84831
MACOUPIN-IL,36720
MADISON-IL,221783
MARION-IL,30738
MARSHALL-IL,9230
MASON-IL,10831
MASSAC-IL,11614
MENARD-IL,10080
MERCER-IL,12490
MONROE-IL,28330
MONTGOMERY-IL,21713
MORGAN-IL,25976
MOULTRIE-IL,12000
OGLE-IL,42354
PEORIA-IL,153782
PERRY-IL,15468
PIATT-IL,13352
PIKE-IL,12288
POPE-IL,3097
PULASKI-IL,4455
PUTNAM-IL,4497
RANDOLPH-IL,23034
RICHLAND-IL,12716
ROCK ISLAND-IL,115951
ST. CLAIR-IL,222881
SALINE-IL,19252
SANGAMON-IL,164575
SCHUYLER-IL,5618
SCOTT-IL,4119
SHELBY-IL,17159
STARK-IL,4342
STEPHENSON-IL,35711
TAZEWELL-IL,109431
UNION-IL,13807
VERMILION-IL,62709
WABASH-IL,9318
WARREN-IL,13254
WASHINGTON-IL,11535
WAYNE-IL,13088
WHITE-IL,11046
WHITESIDE-IL,45525
WILL-IL,599610
WILLIAMSON-IL,53694
WINNEBAGO-IL,237887
WOODFORD-IL,32178
ADAMS-IN,29543
ALLEN-IN,314611
BARTHOLOMEW-IN,68224
BENTON-IN,7216
BLACKFORD-IN,9653
BOONE-IN,55171
BROWN-IN,11632
CARROLL-IN,16181
CASS-IN,31110
CLARK-IN,97534
CLAY-IN,21810
CLINTON-IN,26980
CRAWFORD-IN,8524
DAVIESS-IN,27691
DEARBORN-IN,41284
DECATUR-IN,22176
DE KALB-IN,35939
DELAWARE-IN,89766
DUBOIS-IN,35223
ELKHART-IN,172859
FAYETTE-IN,18783
FLOYD-IN,64654
FOUNTAIN-IN,13311
FRANKLIN-IN,19123
FULTON-IN,16491
GIBSON-IN,27677
GRANT-IN,50945
GREENE-IN,26222
HAMILTON-IN,276236
HANCOCK-IN,61085
HARRISON-IN,32788
HENDRICKS-IN,134957
HENRY-IN,36665
HOWARD-IN,66470
HUNTINGTON-IN,29670
JACKSON-IN,36887
JASPER-IN,27263
JAY-IN,17409
JEFFERSON-IN,25156
JENNINGS-IN,23391
JOHNSON-IN,126854
KNOX-IN,29263
KOSCIUSKO-IN,65254
LAGRANGE-IN,33631
LAKE-IN,408506
LA PORTE-IN,86655
LAWRENCE-IN,36607
MADISON-IN,101615
MARION-IN,813011
MARSHALL-IN,38806
MARTIN-IN,8301
MIAMI-IN,26821
MONROE-IN,113621
MONTGOMERY-IN,30714
MORGAN-IN,58322
NEWTON-IN,11344
NOBLE-IN,40088
OHIO-IN,4705
ORANGE-IN,15889
OWEN-IN,16982
PARKE-IN,12303
PERRY-IN,14522
PIKE-IN,10064
PORTER-IN,140047
POSEY-IN,21213
PULASKI-IN,10356
PUTNAM-IN,26773
RANDOLPH-IN,20135
RIPLEY-IN,23509
RUSH-IN,13587
ST. JOSEPH-IN,219238
SCOTT-IN,19632
SHELBY-IN,36904
SPENCER-IN,16778
STARKE-IN,18876
STEUBEN-IN,27042
SULLIVAN-IN,15341
SWITZERLAND-IN,8683
TIPPECANOE-IN,152988
TIPTON-IN,12152
UNION-IN,5869
VANDERBURGH-IN,147949
VERMILLION-IN,12621
VIGO-IN,83039
WABASH-IN,24449
WARREN-IN,6618
WARRICK-IN,51529
WASHINGTON-IN,23161
WAYNE-IN,52837
WELLS-IN,22869
WHITE-IN,19425
WHITLEY-IN,27704
ADAIR-IA,5566
ADAMS-IA,2933
ALLAMAKEE-IA,10695
APPANOOSE-IA,9730
AUDUBON-IA,4330
BENTON-IA,21192
BLACK HAWK-IA,108607
BOONE-IA,21724
BREMER-IA,18695
BUCHANAN-IA,17350
BUENA VISTA-IA,16432
BUTLER-IA,11642
CALHOUN-IA,7080
CARROLL-IA,16400
CASS-IA,10392
CEDAR-IA,14854
CERRO GORDO-IA,33784
CHEROKEE-IA,8685
CHICKASAW-IA,9714
CLARKE-IA,7490
CLAY-IA,13166
CLAYTON-IA,13783
CLINTON-IA,38451
CRAWFORD-IA,14077
DALLAS-IA,71051
DAVIS-IA,7162
DECATUR-IA,5979
DELAWARE-IA,14197
DES MOINES-IA,31759
DICKINSON-IA,12872
DUBUQUE-IA,78022
EMMET-IA,7511
FAYETTE-IA,15456
FLOYD-IA,12444
FRANKLIN-IA,8140
FREMONT-IA,5375
GREENE-IA,7002
GRUNDY-IA,9942
GUTHRIE-IA,8338
HAMILTON-IA,12100
HANCOCK-IA,8706
HARDIN-IA,13084
HARRISON-IA,11407
HENRY-IA,15138
HOWARD-IA,7472
HUMBOLDT-IA,7555
IDA-IA,5444
IOWA-IA,13329
JACKSON-IA,15459
JASPER-IA,28565
JEFFERSON-IA,12656
JOHNSON-IA,122516
JONES-IA,15540
KEOKUK-IA,8033
KOSSUTH-IA,11697
LEE-IA,27292
LINN-IA,184032
LOUISA-IA,9220
LUCAS-IA,6787
LYON-IA,9666
MADISON-IA,13086
MAHASKA-IA,17988
MARION-IA,26427
MARSHALL-IA,32632
MILLS-IA,12020
MITCHELL-IA,8458
MONONA-IA,6705
MONROE-IA,6399
MONTGOMERY-IA,8003
MUSCATINE-IA,35952
O'BRIEN-IA,10992
OSCEOLA-IA,4865
PAGE-IA,11014
PALO ALTO-IA,6980
PLYMOUTH-IA,20297
POCAHONTAS-IA,5371
POLK-IA,404324
POTTAWATTAMIE-IA,76837
POWESHIEK-IA,13519
RINGGOLD-IA,3791
SAC-IA,7719
SCOTT-IA,144141
SHELBY-IA,9201
SIOUX-IA,27685
STORY-IA,75164
TAMA-IA,13851
TAYLOR-IA,4884
UNION-IA,9761
VAN BUREN-IA,5761
WAPELLO-IA,28452
WARREN-IA,39985
WASHINGTON-IA,17963
WAYNE-IA,4919
WEBSTER-IA,28149
WINNEBAGO-IA,8129
WINNESHIEK-IA,14830
WOODBURY-IA,85865
WORTH-IA,6013
WRIGHT-IA,9929
ALLEN-KS,9891
ANDERSON-KS,6072
ATCHISON-KS,12540
BARBER-KS,3839
BARTON-KS,21808
BOURBON-KS,11628
BROWN-KS,7805
BUTLER-KS,55401
CHASE-KS,1932
CHAUTAUQUA-KS,2504
CHEROKEE-KS,16613
CHEYENNE-KS,1937
CLARK-KS,1639
CLAY-KS,6452
CLOUD-KS,6925
COFFEY-KS,6703
COMANCHE-KS,1353
COWLEY-KS,27941
CRAWFORD-KS,31928
DECATUR-KS,2113
DICKINSON-KS,15505
DONIPHAN-KS,6015
DOUGLAS-KS,97566
EDWARDS-KS,2351
ELK-KS,1840
ELLIS-KS,24149
ELLSWORTH-KS,4202
FINNEY-KS,32683
FORD-KS,30058
FRANKLIN-KS,21030
GEARY-KS,33029
GOVE-KS,2006
GRAHAM-KS,1930
GRANT-KS,6741
GRAY-KS,5208
GREELEY-KS,1052
GREENWOOD-KS,4685
HAMILTON-KS,2141
HARPER-KS,4514
HARVEY-KS,27759
HASKELL-KS,3534
HODGEMAN-KS,1431
JACKSON-KS,10831
JEFFERSON-KS,15458
JEWELL-KS,2105
JOHNSON-KS,505663
KEARNY-KS,3355
KINGMAN-KS,5930
KIOWA-KS,1929
LABETTE-KS,16730
LANE-KS,1278
LEAVENWORTH-KS,63003
LINCOLN-KS,2408
LINN-KS,7455
LOGAN-KS,2267
LYON-KS,27365
MCPHERSON-KS,22896
MARION-KS,8900
MARSHALL-KS,7731
MEADE-KS,3481
MIAMI-KS,27131
MITCHELL-KS,4704
MONTGOMERY-KS,26099
MORRIS-KS,4258
MORTON-KS,2425
NEMAHA-KS,8141
NEOSHO-KS,12915
NESS-KS,2265
NORTON-KS,3707
OSAGE-KS,12770
OSBORNE-KS,2734
OTTAWA-KS,4805
PAWNEE-KS,4573
PHILLIPS-KS,4193
POTTAWATOMIE-KS,20079
PRATT-KS,7636
RAWLINS-KS,1806
RENO-KS,49331
REPUBLIC-KS,3429
RICE-KS,7634
RILEY-KS,60672
ROOKS-KS,4059
RUSH-KS,2364
RUSSELL-KS,5408
SALINE-KS,45646
SCOTT-KS,3994
SEDGWICK-KS,437332
SEWARD-KS,20459
SHAWNEE-KS,145854
SHERIDAN-KS,1925
SHERMAN-KS,4740
SMITH-KS,2694
STAFFORD-KS,3338
STANTON-KS,1697
STEVENS-KS,5005
SUMNER-KS,19178
THOMAS-KS,6416
TREGO-KS,2196
WABAUNSEE-KS,5615
WALLACE-KS,1182
WASHINGTON-KS,4252
WICHITA-KS,1761
WILSON-KS,6921
WOODSON-KS,2387
WYANDOTTE-KS,141913
ADAIR-KY,14600
ALLEN-KY,17092
ANDERSON-KY,18667
BALLARD-KY,6517
BARREN-KY,35765
BATH-KY,10159
BELL-KY,21592
BOONE-KY,112127
BOURBON-KY,16320
BOYD-KY,37577
BOYLE-KY,21473
BRACKEN-KY,6961
BREATHITT-KY,11101
BRECKINRIDGE-KY,16110
BULLITT-KY,67145
BUTLER-KY,10491
CALDWELL-KY,10135
CALLOWAY-KY,28936
CAMPBELL-KY,76332
CARLISLE-KY,3849
CARROLL-KY,8839
CARTER-KY,21891
CASEY-KY,12337
CHRISTIAN-KY,59543
CLARK-KY,29461
CLAY-KY,16084
CLINTON-KY,8182
CRITTENDEN-KY,7225
CUMBERLAND-KY,5328
DAVIESS-KY,81255
EDMONSON-KY,9557
ELLIOTT-KY,5237
ESTILL-KY,11685
FAYETTE-KY,265128
FLEMING-KY,12155
FLOYD-KY,31166
FRANKLIN-KY,40395
FULTON-KY,4587
GALLATIN-KY,7499
GARRARD-KY,14253
GRANT-KY,21094
GRAVES-KY,30519
GRAYSON-KY,21113
GREEN-KY,8747
GREENUP-KY,28774
HANCOCK-KY,7175
HARDIN-KY,89276
HARLAN-KY,22625
HARRISON-KY,15545
HART-KY,15167
HENDERSON-KY,38236
HENRY-KY,12975
HICKMAN-KY,3374
HOPKINS-KY,37445
JACKSON-KY,11115
JEFFERSON-KY,638437
JESSAMINE-KY,43330
JOHNSON-KY,18784
KENTON-KY,141740
KNOTT-KY,12467
